 VTG,"Id, V_D = 0.1","Id, V_D = 0.4","Id, V_D = 0.7","Id, V_D = 1.0","Itg, V_D = 0.1","Ibg, V_D = 0.1", Vbg
0.4,3.42694e-08,7.62546e-08,8.58824e-08,9.520039999999999e-08,7.200000000000002e-13,-2.41e-12,1
0.415,3.46866e-08,7.76172e-08,8.86954e-08,9.67182e-08,2.23e-12,2e-12,1
0.43,3.52158e-08,7.84418e-08,8.97526e-08,9.90272e-08,-3.3700000000000004e-12,-1.12e-12,1
0.445,3.59674e-08,8.062319999999999e-08,9.096999999999999e-08,1.008052e-07,8.600000000000001e-13,3.1900000000000003e-12,1
0.46,3.63304e-08,8.17258e-08,9.18036e-08,1.0192e-07,-7.700000000000001e-13,6.200000000000001e-13,1
0.475,3.69928e-08,8.444779999999998e-08,9.31162e-08,1.0254e-07,1.4e-12,1.1500000000000001e-12,1
0.49,3.759939999999999e-08,8.52956e-08,9.55864e-08,1.0448e-07,-1.7100000000000002e-12,1.8000000000000004e-13,1
0.505,3.8172e-08,8.64884e-08,9.6447e-08,1.0546e-07,-8e-13,-2.8e-13,1
0.52,3.86296e-08,8.705199999999999e-08,9.78654e-08,1.0758e-07,9.700000000000001e-13,5.3500000000000004e-12,1
0.535,3.93598e-08,8.7774e-08,9.884379999999998e-08,1.1e-07,1.0100000000000001e-12,-1.98e-12,1
0.55,3.96786e-08,8.942419999999999e-08,1.0214e-07,1.1318e-07,1.59e-12,2.47e-12,1
0.565,3.99944e-08,9.177499999999999e-08,1.0336e-07,1.1472e-07,-3.96e-12,-2.6100000000000004e-12,1
0.58,4.04136e-08,9.32872e-08,1.0396e-07,1.1496e-07,1.09e-12,4.950000000000001e-12,1
0.595,4.08456e-08,9.42924e-08,1.05e-07,1.161e-07,6.3e-13,-1.2900000000000002e-12,1
0.61,4.128739999999999e-08,9.440659999999998e-08,1.0656e-07,1.1874e-07,2.2000000000000003e-12,8.7e-13,1
0.625,4.20446e-08,9.64084e-08,1.0734e-07,1.1868e-07,-2.52e-12,-1.3500000000000001e-12,1
0.64,4.2364e-08,9.829119999999999e-08,1.0796e-07,1.2072e-07,1.1000000000000002e-12,1.03e-12,1
0.655,4.25584e-08,9.92236e-08,1.1158e-07,1.2098e-07,2.1000000000000001e-13,1.31e-12,1
0.67,4.29354e-08,1.001e-07,1.1204e-07,1.2272e-07,1.1100000000000001e-12,3.000000000000001e-13,1
0.685,4.32836e-08,1.019e-07,1.1436e-07,1.2296e-07,8.2e-13,1.7200000000000001e-12,1
0.7,4.35526e-08,1.0202e-07,1.1568e-07,1.2396e-07,-2.74e-12,-3.95e-12,1
0.715,4.4543e-08,1.0366e-07,1.144e-07,1.2478e-07,1.4300000000000002e-12,5.58e-12,1
0.73,4.50068e-08,1.0638e-07,1.1728e-07,1.2772e-07,5.800000000000002e-13,-1.6100000000000002e-12,1
0.745,4.5564e-08,1.0476e-07,1.182e-07,1.2832e-07,2.64e-12,3.9e-12,1
0.76,4.5895e-08,1.0614e-07,1.2164e-07,1.3106e-07,-4.46e-12,-3.4100000000000002e-12,1
0.775,4.59332e-08,1.0738e-07,1.2238e-07,1.293e-07,1.0600000000000001e-12,4.63e-12,1
0.79,4.656e-08,1.0952e-07,1.234e-07,1.322e-07,-5e-14,6.400000000000001e-13,1
0.805,4.6673e-08,1.0856e-07,1.2328e-07,1.3238e-07,9.600000000000002e-13,8.300000000000001e-13,1
0.82,4.747939999999999e-08,1.1122e-07,1.2442e-07,1.3526e-07,-6.000000000000002e-13,8.000000000000001e-14,1
0.835,4.78926e-08,1.1134e-07,1.241e-07,1.3576e-07,-6.000000000000002e-13,-2.5000000000000007e-12,1
0.85,4.82534e-08,1.1162e-07,1.2876e-07,1.3402e-07,1.46e-12,6.5e-12,1
0.865,4.843859999999999e-08,1.1254e-07,1.2926e-07,1.3394e-07,1.21e-12,-1.4e-12,1
0.88,4.89518e-08,1.1572e-07,1.3028e-07,1.3684e-07,2.92e-12,2.39e-12,1
0.895,4.9404e-08,1.1448e-07,1.3144e-07,1.364e-07,-3.680000000000001e-12,-4.040000000000001e-12,1
